WORD TO SEARCH,LINKED LIST SET TIME,HASH TABLE SET TIME,BINARY TREE SET TIME
rate,56000,1100,500
wished,70700,1200,300
begged,59900,1300,500
trials,57400,800,500
subject,72000,1200,500
surrounding,67400,1100,200
harmless,1800,200,700
conditions,17500,400,800
rejection,53900,600,700
necessarily,54100,800,500
loved,70500,1100,400
warmly,62000,1400,400
jestingly,43900,800,600
meanest,32500,500,700
scruple,58200,1900,600
allusions,56900,1100,400
accompany,51400,1000,400
main,200,100,800
charming,69700,1200,400
afflicted,22500,400,700
pursuit,64900,900,600
secluded,17300,300,700
fashion,68200,1100,300
all,66400,1000,200
containing,40800,700,500
attentive,67800,1200,400
butcher,13700,300,400
friends,69400,1300,300
increasing,59100,1200,500
counterbalance,84100,800,500
replete,36500,500,600
tempted,68900,1000,500
flirt,36100,800,600
resolve,64300,800,500
hate,66200,1100,500
Bath,6300,200,600
boxes,31900,800,700
believed,65100,1000,400
Gregory,900,100,500
striking,57300,800,700
wonder,68700,700,400
eBooks,5700,200,400
evidently,55000,1900,700
meantime,52200,1000,800
plant,26500,300,1000
exaggerate,7100,200,800
seem,61600,1000,600
lest,60600,900,500
prosperous,59200,1300,700
foresee,15200,400,800
provoking,63500,1200,600
ornament,60700,900,400
as,65600,1100,300
electronically,2500,300,600
penance,43700,1000,600
revealing,35600,700,800
binary,4200,500,1000
Howsoever,17200,200,400
satisfaction,55800,900,600
novelty,62800,1400,400
provisions,2000,200,700
unwelcome,50500,1200,700
prudential,44800,900,700
remarkable,59500,1000,500
animation,65600,800,200
orders,65400,900,300
events,51500,800,500
crowded,58800,900,300
demanding,16000,300,600
spent,112200,1100,600
watchfulness,73100,1000,400
encounter,49400,700,600
enabling,12600,300,600
courted,34500,600,600
Redistribution,5500,300,400
bounds,51800,900,600
policy,41600,600,700
rector,59100,800,500
violence,56500,800,400
alarmed,66400,1800,300
singing,64800,1000,500
pointedly,59600,1500,400
precluding,16300,300,700
months,53700,1100,600
fullest,41800,1000,600
closet,59900,1000,500
vows,54500,1500,600
amiss,45000,900,600
interfering,54400,1700,900
shy,25600,500,700
afternoon,33500,600,500
exception,63700,1100,500
sleep,63100,800,500
positively,60800,1000,500
While,68900,1200,200
gathering,56700,800,500
earnest,61800,1000,500
mamma,69400,1700,400
finish,62500,900,400
maternal,10500,200,700
trifle,54700,900,600
atonement,61200,700,300
repose,20200,300,700
struggling,40600,1200,1200
lamented,19600,400,900
confidante,13500,300,1000
handsomely,31800,500,600
fulfil,17400,300,1000
single,70400,1100,200
price,43900,800,600
prided,37300,700,500
address,69300,1200,400
selected,58200,800,500
eldest,69700,1200,500
proficiency,45000,1000,1000
congratulated,54000,1100,600
bottom,47700,800,800
vouchsafed,59700,1100,400
inexpressible,54600,900,600
succeed,55600,800,600
merit,61300,1000,500
stepped,16300,300,800
inquired,67200,1000,400
nephews,48100,800,600
powdering,19100,300,600
illness,64000,1800,400
coincidence,39400,700,800
successful,55300,1100,500
15th,58700,600,200
assents,60200,1200,500
assertions,56700,1300,500
healthy,63900,1800,600
complied,64500,1000,500
awkward,58000,1200,300
presided,39600,600,700
held,62200,900,500
salad,35100,400,600
intricate,64000,1100,600
weakened,51400,900,900
inclination,60600,700,400
rest,68800,1100,400
sensation,28300,400,700
token,34900,700,700
alarm,63200,1100,300
owns,59100,1100,600
Catherine,68700,1400,200
vastly,12900,500,400
belongs,66600,1000,400
philosophy,17100,400,900
engross,20800,500,600
unquestionably,37100,700,700
odious,62700,1200,300
regard,68000,1100,300
counterpart,45600,500,500
intimation,28400,300,800
ridge,28500,500,600
marry,58800,1300,400
newly,25800,600,600
result,62000,600,300
stanzas,57100,1400,500
proportions,17200,400,2100
addresses,59000,1600,500
employed,71700,900,300
adhering,63100,1100,400
disheartened,33200,1000,800
brains,20700,300,800
envy,28700,400,600
accusing,55900,1000,300
near,66100,700,400
insupportable,63600,1100,400
dull,36300,500,600
wasting,70600,1100,400
cruel,64400,900,300
honours,57700,800,400
tour,49400,500,600
surmount,58100,800,500
pieces,71000,1300,300
ours,34600,2300,600
politeness,64600,1300,400
propitious,60700,1500,500
profusion,33800,600,700
suspend,57800,600,500
oppressively,16800,300,600
adopted,28800,500,600
contentment,50700,800,600
look,65100,1200,500
blame,57200,900,400
bowed,64600,1200,400
answer,72800,700,200
make,68300,1200,400
forbearing,54000,800,400
muffin,58700,600,400
accounts,57700,1000,400
victim,12100,400,600
wonderful,55700,1100,400
rule,98600,1400,500
passions,16500,500,700
speaks,64900,900,600
trembling,22800,500,900
reached,66600,1100,300
prejudices,33300,700,800
promises,61100,1500,500
failing,68600,1700,400
recovering,62600,1000,400
steady,68300,1200,400
cooks,12000,300,500
desirable,62900,1400,500
portrait,57800,900,500
year,69100,1500,300
tempers,11700,300,500
continue,64000,1100,400
income,59500,800,400
conjectures,45600,1100,600
dared,57900,800,300
anger,56300,600,300
commended,57000,900,500
weather,66400,500,500
benevolent,8300,200,600
grossest,35700,1000,600
collection,66300,900,400
telling,63000,1200,400
prudently,14500,300,900
unfavourably,25800,700,900
civilly,60400,1200,500
bless,38400,900,800
whom,66200,1100,500
dictating,47800,1200,700
cautioning,57100,1000,500
Gretna,24000,400,300
asserting,65700,1100,400
drinking,35900,600,500
devoting,58300,1100,500
consider,72000,900,300
others,71900,1000,400
exciting,32600,600,900
proportion,63800,800,500
deficiency,64200,1100,400
maintain,55700,500,400
flutter,29600,300,700
George,56500,1000,200
respectful,59700,900,400
vulgarity,6800,200,400
gloom,50300,800,500
tables,63900,1300,400
indignation,62900,800,600
spirited,36700,1200,700
entity,5000,200,500
three,67900,1300,400
strike,57000,1000,700
formal,97900,1200,500
being,68900,900,300
separates,53900,1600,700
Tuesday,62600,1000,400
symptoms,65300,1000,400
termination,22500,400,700
reproached,51000,900,900
tremble,64300,900,500
reduced,42100,600,500
anecdotes,47400,1100,300
getting,65800,1100,300
particular,67500,1800,500
operated,31200,800,400
betrayed,40200,700,800
gloomy,54000,900,400
handed,57400,1600,400
planning,68600,1800,600
than,68900,800,200
unaware,67600,1400,500
enough,72400,1100,200
preceding,61600,1800,300
special,7500,200,700
neglecting,53700,1300,500
approve,69700,1400,300
quarrelling,7100,200,700
piece,58800,1600,500
perverseness,54700,1300,500
ball,67500,1100,300
quantity,33900,500,500
composed,56800,1400,600
godson,58300,1000,400
research,14300,200,700
preservation,10100,300,700
seconded,35900,800,800
falsehood,54600,800,400
excused,59000,1000,600
echo,46800,1400,600
suffering,43600,600,600
format,4800,200,600
scrape,41500,700,600
distribution,5200,200,1000
duped,49100,1000,700
powerful,58700,800,500
pleaded,54100,1100,600
accordance,3800,200,400
within,68300,800,300
rapid,64500,1100,400
hasty,66900,1000,400
occurring,54600,1900,600
appearances,53900,1300,400
side,59900,1700,500
aspire,10700,200,500
plain,61300,900,400
pathetic,31000,600,600
fine,68700,1200,200
notifies,5000,200,600
turning,103100,1100,400
chooses,72900,2100,300
custom,55800,700,400
fallen,60300,1100,300
housekeeper,60800,1200,500
adieu,50700,1100,500
we,64800,1000,400
superintendence,55300,1300,700
headstrong,55400,1000,700
invariably,56100,2200,600
survived,17800,300,800
advanced,60300,800,400
unconnected,52300,1100,600
fear,66600,1100,400
calm,54200,1200,300
concealing,55500,800,700
sedateness,27600,500,600
Gardiners,53300,1100,400
soothe,55300,1100,500
coincide,51300,1700,500
antagonist,59200,1500,300
sequel,20600,400,700
instances,52700,1000,700
thin,60700,600,400
remind,52400,700,600
unguarded,58900,1000,500
school,39600,600,600
adopt,65300,1300,300
oftener,66700,800,300
presentation,62700,1100,500
does,67600,1200,400
48,19800,400,900
reading,65300,1100,500
dined,65500,1000,400
rooms,66400,1400,400
obligingly,9600,300,600
forwarding,27700,600,600
waking,61200,1300,400
on,66200,700,200
refute,40100,900,800
who,66500,1000,300
breach,60400,900,600
entertained,65700,1100,400
disgust,71000,1200,400
Prejudice,72200,1100,200
disapprove,55600,1100,600
solely,68000,1200,400
comprise,15000,400,800
finances,16300,500,600
dressed,56100,1000,400
subjection,106600,1800,500
prevented,65700,1000,500
pauses,58200,2100,600
nervous,73200,1700,400
thence,18600,400,500
humbled,16200,300,900
seize,58800,1000,500
impolitic,46200,1500,600
coldly,69500,1400,300
thrown,53000,1200,600
unknowingly,39300,700,500
prefaced,57200,800,500
niece,50400,1000,600
maintained,56300,900,500
mislead,44100,800,700
treatment,67400,900,400
destructive,54900,1300,700
expected,71100,1100,400
walking,70800,900,300
openly,56400,900,400
candid,68600,1400,300
best,69000,1000,400
confederacy,12400,200,800
overruled,18000,400,800
seniority,58300,1400,400
consulting,57200,1500,400
feared,53900,900,400
disgraceful,56300,1600,600
offending,54800,1500,600
Vanity,67200,900,200
sentinel,35700,1200,900
stop,54900,900,600
begin,65600,700,400
43,30200,400,500
stronger,103200,800,700
decisions,40700,700,700
jealous,63500,1400,400
blown,7000,100,600
undertaken,54000,1000,700
seduction,19900,400,800
sees,62100,1400,500
agonies,57100,1800,400
accounted,52600,1000,500
altered,56200,600,400
19,54500,700,200
ample,64400,1300,300
Anonymous,72400,1700,300
contrast,70600,1300,300
bewailed,55400,900,400
sickly,89100,1100,600
cherished,43700,700,600
kindness,87200,1200,400
reckoned,60700,1500,500
sell,61800,700,500
crossing,65300,1900,300
throwing,59200,1100,800
study,62500,1200,600
demean,60900,1000,400
during,70000,1200,300
unable,70600,1900,300
additions,34500,600,500
christening,58700,1400,400
thankfully,63800,2100,300
situated,52400,18100,700
cordially,81300,1900,300
much,69600,1200,300
process,63100,1900,600
unite,57400,1700,400
acknowledged,66700,1100,200
warmth,65100,2000,400
shaken,54300,800,600
resigned,56000,1000,500
decamping,27200,600,700
lasted,26600,300,900
includes,100,100,400
unalterable,8300,300,600
shortly,55100,2400,400
occur,58800,1000,400
oppose,55800,1200,500
nods,49000,1000,600
verses,64900,1100,300
alleviated,53400,1100,300
worthy,57500,1000,600
fire,59800,1300,400
waiting,63800,1800,400
wanted,65200,1400,300
alive,21800,500,600
household,19800,300,700
nasty,32700,900,1000
mansion,60000,700,500
Last,70500,1100,300
meets,67400,1000,500
manifold,56300,1300,400
consenting,18100,500,600
languages,62200,900,400
suited,68400,1700,400
tongue,62000,1900,500
39,34700,500,1300
Thursday,93600,1200,500
intimacy,93100,1000,600
reverse,62000,1700,500
representations,4500,400,1000
younger,66900,700,400
permission,59100,1400,400
REMEDIES,3000,300,600
summoned,63800,1000,500
dirty,63600,1800,600
waste,11800,200,400
bold,10800,200,500
shoe,52400,1200,500
dependence,53700,1100,600
throughout,48800,1400,600
familiar,66900,1100,300
only,68100,1700,200
quadrille,60800,2300,600
impenetrably,15900,400,800
forwarded,23600,1100,800
lieutenant,58400,1600,500
pigs,48100,1700,500
vacant,66200,700,300
Clapham,24200,800,500
benches,14900,500,600
comfortless,51200,2000,500
resolving,59400,1200,600
gown,66200,900,500
violated,10100,300,900
committed,600,200,800
accusations,37900,1100,600
proposals,56600,700,700
establish,61300,1800,400
explanations,9600,500,1400
laughter,59600,800,800
persuasions,10200,400,1300
bewildered,20900,500,900
repentance,48800,1200,800
disputable,44200,1600,900
err,37900,1300,700
valueless,40700,2600,1000
silence,71400,1100,600
default,67100,1700,400
offenses,62100,1700,400
flight,15500,300,700
distribute,50700,3100,600
annexed,8700,300,400
four,68500,1700,300
deserves,64700,2000,300
enter,57700,1000,400
repugnant,25600,400,900
August,72500,2500,200
parish,60600,1700,600
dinners,64300,1300,500
mien,66500,1200,400
tenderness,63200,1200,500
ostentation,64600,900,300
beatings,21100,700,500
Too,8100,800,600
reflection,92500,900,400
does,81900,3300,400
bonnet,59300,1600,400
crying,54100,1700,300
Sept,14800,800,800
including,54500,1900,500
stretch,62900,2100,600
gallery,63000,1600,400
rises,45400,1000,600
shut,67100,1300,500
memory,60800,1700,500
involve,53000,1800,500
always,71600,2300,200
elder,46600,800,500
walks,50800,1000,600
reappear,32000,1000,700
dishonesty,58000,1700,600
arch,44900,1300,400
mounting,63300,1200,400
strictly,8500,200,600
imperfection,56100,1300,400
mostly,24300,500,400
cross,48100,1300,500
23,53000,2000,200
dwelt,53600,900,500
dish,61800,900,500
stretching,29000,1300,800
himself,70700,1600,400
Mrs,66300,1500,300
liberal,59100,2100,600
stout,61800,1500,500
governess,47800,700,600
door,67200,900,400
trademark,5700,300,1100
South,15700,2400,800
combated,51900,2000,500
regardless,67000,1200,400
universal,54300,900,400
circle,61000,800,400
indebted,46900,900,400
fame,58400,2100,300
pages,58800,800,600
examined,65400,2400,600
hearty,72000,1400,400
Mr,65800,600,300
displayed,37500,600,900
clock,63100,2600,400
requisite,33200,1400,1000
rejoiced,56800,1400,800
divided,66000,1000,400
dark,65700,3200,300
believes,102600,3300,500
starting,71300,1900,500
conjugal,30800,1400,500
lifted,20700,900,900
deliberately,20500,1200,900
degree,66300,2900,300
sign,59400,1800,600
which,71300,1000,300
anew,32200,2200,400
dine,62600,2300,400
personage,26000,1000,600
true,63600,1000,400
manager,33600,700,700
Contact,3600,200,600
current,300,400,1000
communication,56900,1000,500
authoritative,55500,3200,400
neglect,72200,1300,400
overjoyed,55200,800,600
seats,58200,1100,600
sensations,56300,1500,600
mother,71200,1700,200
waited,71200,1900,300
donate,3900,200,800
matrimonial,48200,3100,600
accepted,65700,2800,400
equivocal,34100,600,600
considered,70100,2100,100
earliest,71700,1100,200
suggest,61400,1100,600
stole,26900,700,800
fifth,66700,1000,400
rested,17600,200,600
17,53700,1300,300
tolerably,66800,1700,500
awake,105700,1500,300
infamous,57500,2000,600
permanent,16500,700,800
steadiness,30500,1700,700
seeking,60500,900,600
grieved,71200,1300,400
recovery,62800,3100,500
alone,67200,1200,200
celebrated,29700,500,600
realities,31400,500,500
pleasantest,53400,1600,500
opinions,68100,2000,300
approach,59400,2300,500
PUNITIVE,2700,200,400
coffee,63200,2000,400
spoken,63900,1100,600
philosopher,30200,1000,500
total,57600,2000,600
bestow,65300,2600,400
exporting,4100,500,700
make,66500,3100,400
unrestrained,54800,1200,500
familiarly,47400,3100,500
finery,68600,1000,200
art,59700,1500,400
age,63000,1200,400
spoilt,61600,1600,700
inmate,53600,1000,600
vivacity,58300,1800,400
kind,64700,1000,500
scolded,57300,1000,400
cruelty,62100,1200,400
character,71200,800,300
Release,74000,1900,200
intending,56300,2300,500
thoughtful,43300,900,700
vicious,40000,1400,600
comparisons,6500,500,700
fellows,57300,800,400
mistress,60100,1100,600
impatiently,67200,1300,300
vice,37400,1800,600
cautious,69200,1200,300
bell,58800,1300,500
forbade,33600,900,400
kindred,9500,200,700
unexpectedly,53300,1200,500
one,66500,1100,200
quest,60800,900,700
took,65000,900,500
prettyish,11100,300,600
composure,93700,2200,600
federal,1500,200,800
reverie,84400,1000,300
Nicholls,62300,2900,400
downloading,4600,200,400
involving,40400,500,500
space,22200,400,1200
quickly,63400,1300,400
have,69400,3000,200
dearly,61600,900,300
formality,67700,1100,300
boasted,54500,900,400
far,61900,800,400
lighted,21800,1100,700
confirming,59400,3200,600
wrote,62000,2700,500
us,65300,1000,400
overspreading,26900,500,1000
returned,72300,1300,300
dignity,58100,1600,500
advantageous,57100,1600,400
desperation,59300,1000,500
adapted,60500,1000,300
reputed,53200,900,600
scarlet,60800,800,400
banish,51900,900,500
precision,63100,2200,500
deceiving,55200,1800,600
dwell,56900,1100,400
shape,61000,1600,600
welcome,61900,1400,500
wood,28700,400,800
ashamed,53800,2100,400
assist,59800,900,500
Contributions,1300,200,500
comprehend,62900,700,600
kinds,34000,700,600
impertinence,60500,1100,400
cake,24500,700,400
instantly,65400,1400,600
faint,49100,2200,700
civil,66000,1000,400
wiser,52000,1800,900
habitual,57100,1000,400
ungenerous,55600,1000,600
miserable,64100,1300,400
begs,15800,300,400
sportsmen,10800,200,900
shopping,46700,800,600
ardent,25400,600,600
faced,57200,1100,400
Lambton,29900,700,600
gratify,49700,2700,500
apt,64800,2200,300
hatred,25600,400,700
seems,63200,1100,600
announced,60500,1000,200
obstinate,52200,1400,700
shine,59100,1800,300
pull,34500,500,600
briefly,56500,1500,400
friendly,68600,1000,300
partner,70600,900,500
simply,48200,700,700
declare,72000,1300,400
God,63500,800,200
desiring,64300,1200,500
half,68500,900,300
belong,57100,1000,600
of,76100,800,100
stream,28900,900,1000
disturbers,30100,700,900
help,65300,2000,500
abominable,63400,1100,200
impose,67000,900,400
unconcern,63400,900,400
higher,66100,1000,500
physicians,62700,800,400
Phillip,60200,900,400
aroused,27800,600,600
tolerable,68500,1100,400
questions,69500,1000,300
bordered,49500,1100,600
regarded,55800,1000,500
finer,62800,700,300
eating,58000,1100,400
sofas,60800,1200,400
permit,56500,1700,600
2,63800,1000,200
production,2000,200,700
dishonourable,20600,400,900
field,62200,800,300
singling,52300,1900,500
repetition,56300,1300,700
closure,9600,600,500
agreeably,62600,1400,400
understand,68800,800,300
twelvemonth,63100,1300,400
resist,57200,900,600
sanctioned,55200,900,500
retaining,57800,1000,400
correspondent,51200,700,600
King,65700,1800,300
s,65100,1400,300
circumspection,64000,700,300
unfeeling,54500,2100,500
chin,34100,300,600
offense,69400,1600,400
copse,18600,600,500
transpired,16800,1100,1200
sensible,69100,1200,400
take,69100,900,400
guiding,49600,2500,600
nearness,45300,900,1100
gratefully,46600,900,700
shifting,33800,600,500
prominently,4500,200,700
absent,63000,600,300
cottagers,46800,800,600
height,64100,1000,400
scarcity,70000,1000,300
hardened,33700,500,900
women,115800,1600,400
desert,41600,700,700
society,67500,1500,300
ductility,68100,2500,400
frame,15700,300,900
inexpressibly,7300,300,700
physical,2700,200,800
ensue,17000,600,400
flew,30700,800,400
entered,71700,900,200
regained,55000,800,500
sorrow,61800,800,500
saloon,25100,300,700
pretty,68500,1100,400
vanished,30800,400,700
can,66200,600,300
contempt,65600,1800,300
possess,65100,1400,500
Thoughtlessness,53300,2100,400
parasol,30300,500,900
full,59300,800,400
anyhow,20100,600,400
foreseen,50900,500,800
amiable,71000,1900,200
moral,20500,400,700
coloured,42700,800,800
thither,66600,1300,400
deficient,68500,1100,400
compose,43100,700,700
cover,62600,1800,500
worst,52900,900,500
resigning,38500,600,600
obligations,56600,2400,400
invent,57800,1000,300
decked,16000,300,500
respectability,49600,1100,500
incurred,20900,300,700
readable,1700,200,400
fatigued,96400,1200,300
design,88200,800,200
provocations,41500,1700,700
list,61300,600,500
sacrifice,62900,2400,400
luck,53500,1300,600
places,63300,1200,400
forced,66100,1100,300
domestics,36100,700,500
exposure,39400,900,800
lessening,43700,900,700
instructions,45500,1000,800
stubbornness,44600,700,800
blow,16400,300,500
sending,6200,200,600
test,4700,300,600
mine,59700,1000,300
thousand,72400,900,300
faults,62500,1100,400
resource,29600,600,1000
Chatsworth,29500,500,400
retain,6400,200,1000
Lord,56300,600,400
comply,63600,1300,500
beginning,60300,1700,500
deserved,64600,1200,400
path,59700,700,500
dropt,15000,200,900
protection,15000,300,800
overtures,58500,1500,600
rated,54100,800,500
misrepresented,55400,1100,400
tend,55700,900,700
gamester,19200,300,700
back,65700,1100,300
remarks,64500,1300,500
mile,70900,1100,400
match,55900,700,600
ensigncy,16400,400,600
wilfully,52400,1400,500
thinks,60600,800,400
comprehends,26200,900,1100
hurry,61500,1100,500
alarming,64300,1000,400
nicest,34200,700,800
summons,61500,2700,600
relates,68400,1300,600
harm,52900,900,700
walked,69500,1100,400
connubial,16500,800,900
dreadfully,30700,900,600
rain,62600,600,300
Ah,65100,600,200
fruits,24900,300,800
lurking,33000,700,500
solace,73000,1700,300
loving,29500,1000,800
goes,62100,1400,300
conclude,66700,900,400
disagreeable,64100,1400,400
Hurst,68100,1800,200
junior,39300,800,500
predict,54400,800,600
fainter,37900,500,700
exquisite,64500,1300,500
paintings,28100,600,600
whilst,53200,900,400
slept,63300,900,400
imprudent,57600,700,600
instrument,65300,900,500
available,5100,300,700
trust,59600,1400,500
usually,68700,2300,400
affectionately,48300,900,700
conquered,35700,700,700
married,73500,1100,200
behind,69400,900,400
premeditated,58800,1800,300
remain,65700,700,600
talent,59300,600,400
Boulanger,68900,700,300
decency,22500,300,800
indelicate,23900,700,1000
young,70200,1700,300
notes,22300,500,500
cried,69200,2200,200
exceptional,22000,500,800
misfortunes,40000,1000,700
blamelessness,36600,800,800
Gardiner,64000,900,100
groundwork,41400,900,600
an,65200,600,200
inspires,55200,1200,700
brotherly,58600,1100,500
husbands,34500,1600,700
unexpected,59100,1000,500
thereby,70200,1500,400
11,66100,1400,200
supper,64000,900,700
her,66100,1000,500
Internal,1400,200,500
57,9000,200,900
unstudied,57600,600,400
justifying,63800,1000,400
receipt,66500,1000,400
elegance,64600,1700,400
judgement,68400,800,300
creditors,22200,300,700
inured,43700,800,700
passage,55600,1500,600
imputing,43400,1200,600
talked,69700,1200,400
assisting,58200,1100,500
13,58000,1300,300
mixed,65400,900,500
readiness,61000,1200,500
kindled,12900,400,800
Occupied,64100,1000,300
reminding,51400,1500,700
consequent,9600,200,800
intimate,65800,1000,500
asserted,37800,600,500
61,6700,100,300
anxious,66800,1600,200
goodness,43700,800,600
separated,62600,800,700
board,17200,200,600
deletions,1700,200,600
ducks,10800,200,400
My,61900,1200,300
allowance,54100,2000,300
showing,56100,1200,600
reconcile,7500,700,700
reconciled,51600,1800,600
related,70500,1400,400
attentions,65400,1100,400
conversible,56700,1200,500
foolish,66700,1200,300
15,56800,1000,200
depravity,41100,600,900
hears,34700,600,800
alluded,54600,1000,300
pointing,50100,800,800
unreserve,54000,1100,400
steps,122900,1100,800
jumps,64300,1100,400
prepossessed,25400,400,700
incensed,54100,900,500
principles,8300,400,700
gentlemen,66600,600,300
dwelling,56700,1200,300
serving,72500,1100,500
suiting,69800,1300,400
walker,64900,700,500
mortification,55200,2800,500
entailing,47700,800,500
either,70500,1200,300
failed,59800,1000,400
CAROLINE,66500,1500,200
grievous,62500,1100,400
speculation,13300,400,700
unappeasable,51600,800,500
gives,57700,1100,500
Dovedale,29900,700,300
regularly,49200,900,800
wondering,54600,1000,400
taxes,3900,100,600
27,48700,1600,300
retired,66000,1100,300
roasted,12300,300,700
behaviour,66000,900,300
rising,57600,1000,400
interest,68300,1100,500
visited,66700,2900,400
Saturday,61600,1000,200
when,68700,600,300
hardship,60700,900,600
opening,97400,1100,400
agitations,48000,500,600
features,70100,1200,500
Only,68700,1100,300
indeed,72300,1200,300
confirm,55100,1000,700
renewed,55600,900,700
privately,35700,800,800
be,66100,1200,300
avowal,59600,1600,300
Charles,64900,1100,300
flattered,68500,1100,400
accidentally,53300,1300,400
village,70100,1200,300
capable,59500,4200,400
earnestness,54500,1400,500
grasp,37400,600,800
sharpened,69200,1000,500
withheld,65500,700,400
meditations,40400,1100,600
28,48900,600,300
inconceivable,16400,400,700
clerk,62000,900,500
miserly,60600,800,500
practically,5400,200,500
apprehended,27700,400,1000
graciousness,59400,900,400
unforgiving,56800,800,600
despise,63200,1100,500
performed,63500,800,500
temporary,25900,600,700
deceitful,62100,900,400
cheerful,66000,800,400
misused,56400,600,600
adieus,30900,500,700
sister,68300,800,300
amazing,65100,800,200
morrow,70900,1000,400
need,58500,1400,600
rapidity,63300,1800,500
merely,71600,1700,300
mess,37500,1100,600
thereupon,62900,600,500
anecdote,62500,2000,200
thoughts,66300,1200,500
distress,57400,900,600
pales,49600,1100,800
disappointments,28800,700,800
overheard,67400,1000,400
disinclination,92700,700,600
affable,28700,500,500
being,68300,800,400
discernment,55500,600,500
exhibiting,56100,1000,700
fancying,69000,1600,400
prodigiously,13500,300,1000
wants,51000,800,500
assembled,66700,2400,300
dangerous,65100,900,300
proverb,58500,900,800
hall,58400,700,600
drove,50400,1100,500
cheating,62600,1100,400
method,61700,1000,400
male,62900,3300,500
animated,83200,1300,400
fourthly,69300,1100,500
both,64800,500,400
searching,17100,400,600
prudent,52000,600,500
benefited,54100,800,500
bowl,17300,200,700
comforted,67300,900,400
chagrin,36900,500,500
hates,57500,1100,500
particulars,59900,1300,600
forwarder,12100,300,900
vehemence,5700,300,700
located,2900,200,1000
mankind,29000,500,600
impulses,59000,1100,400
leaves,62700,1200,500
serve,31100,500,600
Clement,15300,400,500
enable,60500,3000,400
articles,50000,1100,600
calculation,46200,500,400
general,89200,1200,300
apartments,28300,700,400
pools,55300,1600,600
sonnet,63200,1000,400
her,66000,700,500
retained,39400,600,500
real,64300,700,300
outdated,700,200,400
societies,65900,1300,300
claims,57600,3100,500
neighbourhoods,59000,1100,400
transactions,38100,1600,800
cooking,61300,900,400
curious,63900,1300,300
exclaimed,60500,1200,500
hard,64800,800,500
dread,18900,400,800
remains,61800,900,500
ragout,64600,1000,500
unpleasant,57200,1200,500
people,69700,1200,300
solicit,56700,1100,500
atoned,62500,800,300
Oakham,7700,300,300
dresses,67700,1700,300
life,68500,1100,400
arisen,32400,500,400
soldiers,35200,1000,600
attachments,32800,600,400
doubled,30100,400,700
impertinent,63500,1300,400
reel,89700,1600,500
FITNESS,2600,200,700
fat,12400,300,800
folded,77100,1700,400
cannot,71100,1100,300
Scarborough,12100,300,700
port,54000,1300,400
owe,54900,1000,600
practises,46600,1200,700
perusing,44800,1300,700
insipid,6900,300,1200
yawning,54900,800,500
headache,66100,1400,500
quarreled,61500,3100,700
chiefly,65200,1300,400
despising,63300,1000,500
Longbourn,69200,1300,400
deferred,70900,1500,300
revolted,29700,900,900
those,117400,2600,600
appeared,69200,2600,300
deserve,65700,2600,300
capacity,64600,2200,300
deny,63400,1600,400
lanes,7800,400,600
stuffy,56600,2400,800
vestibule,56700,1800,800
eminence,29300,1400,800
forgiving,11300,300,900
Theatre,12300,500,200
bills,5100,300,800
abundantly,53800,1900,300
boldly,8900,500,600
fit,58000,900,300
turn,63800,1100,500
villainous,21300,700,800
cradles,10000,500,800
public,63300,1500,500
consoled,31600,1000,700
existing,67100,1500,800
rose,70900,900,800
prove,59700,2000,600
done,61200,1500,400
gross,38200,900,900
refusals,56100,1400,700
therein,40200,900,1000
different,70200,1400,500
stupid,70200,1600,400
closer,12400,900,700
immovable,38800,1300,700
dressing,48700,1700,400
disquiet,26300,500,600
our,67400,1200,400
transports,17900,600,1100
hysterics,18100,700,700
become,62100,2100,400
arrival,73500,900,300
compare,58300,1300,600
interrupting,54200,2000,700
presented,61100,2200,400
relieved,59800,2500,700
patient,66100,1900,400
endeavour,66900,1300,300
luckless,33000,1100,700
never,69100,2400,400
happened,59800,1700,600
relationship,57000,2200,800
showed,65300,2000,800
liberality,22000,1400,1000
discontinue,3600,200,800
son,53300,500,500
nearly,69100,2300,400
assisted,60300,1200,400
executors,40700,1100,900
attendants,17000,200,700
Newby,1000,200,600
assumed,44900,1100,400
child,62200,1800,400
forgiveness,9100,200,600
modest,54000,1500,800
bewitched,62800,2100,300
Collinses,33100,1100,400
denial,62700,1300,400
effect,58900,700,400
insist,64800,1900,600
strong,62300,1400,700
detain,23500,500,800
next,70600,1200,300
honestly,69700,3200,400
mystery,33700,1200,400
written,60900,1100,500
petitioned,12800,400,700
confinement,7900,200,600
similarity,52500,1300,500
sixth,67900,1000,300
probable,56900,1700,600
turnpikes,23800,1000,800
conceal,67500,1000,500
triumphing,52100,2000,700
evident,68300,1000,500
request,67000,1000,600
coppice,27600,1000,500
she,67200,1700,200
everything,66100,2500,600
reports,57700,2000,700
Scotch,66700,1200,300
affair,60900,1600,400
existed,34100,400,900
clergy,57900,2500,600
stated,66000,1200,1100
replace,6900,300,1200
see,79400,3500,400
compassionate,61200,1700,500
conceive,69000,1900,400
objecting,61700,2300,400
purses,64300,1900,600
care,66300,2900,400
designedly,53600,1000,400
repeat,53500,1900,700
errors,38100,1200,500
quality,69100,2300,400
clever,68100,2000,400
applied,65500,900,400
rapture,33000,2300,700
acceptance,57500,1900,500
eight,105500,1100,400
2008,70900,700,200
arrogant,59100,1300,300
unsettled,14400,1000,800
bears,59400,1700,300
